docid	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprintdate	genres	subjects	locnum	oclc	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle
mdp.39015054165611	Lovecraft, H. P. (Howard Phillips)	1890-1937.	1965.0	1937.0	t	1993	1965	1993		Horror tales, American		49734381.0	3601294	1	2.0	2.0			The tomb and other tales / | $c: H. P. Lovecraft.		False	The tomb and other tales
uc1.$b105727	Stone, Louis	1871-1935.	1965.0	1935.0	s	1965	    	1965			PZ3.S87887Jo4	6156800.0	6060954	2	3.0	3.0			Jonah / | $c: by Louis Stone ; with an introd. by Ronald McCuaig.		False	Jonah
uc1.b4091085	Lawrence, D. H. (David Herbert)	1885-1930.	1965.0	1930.0	c	1965	1963	1965				214545181.0	6151172	1	1.0	1.0			Selected tales. | $c: Introduced by Ian Serraillier.		False	Selected tales
uc1.b4374188	Adams, Andy	1859-1935.	1965.0	1935.0	s	1965	    	1965		Cowboys	PZ3.A21Tr	1058410.0	6228779	1	1.0	1.0			Trail drive; | a true narrative of cowboy life from Andy Adams' Log of a cowboy. | $c: Edited and illustrated by Glen Rounds.		False	Trail drive; a true narrative of cowboy life from Andy Adams' Log of a cowboy
inu.30000035070063	Beli͡aev, A. (Aleksandr)	1884-1942	1965.0	1942.0	s	1965	    	1965			PG3476.B42B613 1965	5671849.0	7019771	1	1.0	1.0			The struggle in space; | red dream: Soviet-American war | $c: [by] Aleksandr Beliayev. Translated from the Russian and with an introd. by Albert Parry.		True	The struggle in space; red dream: Soviet-American war
uc1.b2829022	Machen, Arthur	1863-1947.	1965.0	1947.0	s	1965	    	1965		Horror tales, English		13542183.0	7313421	1	1.0	1.0			The novel of the black seal and other stories / | $c: Arthur Machen.		True	The novel of the black seal and other stories
inu.32000004283398	Singer, Israel Joshua	1893-1944.	1965.0	1944.0	t	1972	1965	1972		Jews		39372917.0	7446558	1	2.0	2.0			Yoshe Kalb, | $c: by I.J. Singer. [Intro. by Isaac Bashevis Singer]		True	Yoshe Kalb
umn.31951p00806619k	Carr, John Dickson	1906-1977.	1965.0	1932.0	r	1965	1932	1965	Mystery fiction		PS3505.A763P6 1965	10405960.0	7478299	1	1.0	1.0			Poison in jest / | $c: John Dickson Carr.		False	Poison in jest
uc1.b4936584	Pirandello, Luigi	1867-1936.	1965.0	1936.0	s	1965	    	1965				254486979.0	9506321	1	1.0	1.0			Short stories. | Selected, translated, and introduced by Frederick May.		False	Short stories. Selected, translated, and introduced by Frederick May
pst.000025848823	Doyle, Arthur Conan, Sir	1859-1930.	1965.0	1930.0	s	1965	    	1965			PZ3	829873.0	11196558	1	1.0	1.0			Great stories / | $c: Selected by John Dickson Carr.		False	Great stories
pst.000030286917	Wolfe, Thomas	1900-1938.	1965.0	1938.0	s	1965	    	1965				2182981.0	12256629	1	1.0	1.0			Of time and the river : | Young Faustus. Telemachus / | $c: With an introd. by C. Hugh Holman.		False	Of time and the river : Young Faustus. Telemachus
mdp.39015000621154	Grove, Frederick Philip	1879-1948.	1966.0	1948.0	|	1966	||||	1966				732564.0	10606	1	2.0	2.0			Settlers of the marsh. | $c: Introd: Thomas Saunders.		True	Settlers of the marsh
mdp.39015012896208	Wells, H. G. (Herbert George)	1866-1946.	1966.0	1946.0	s	1966	    	1966	Novel|Bibliographies|Science fiction	Island of Dr. Moreau (Motion picture)|Animal experimentation		7022580.0	330208	1	3.0	2.0			The island of Dr. Moreau / | $c: H.G. Wells ; [introduction by Robert A.W. Lowndes].		True	The island of Dr. Moreau
uc1.$b149325	Glasgow, Ellen Anderson Gholson	1873-1945.	1966.0	1945.0	s	1966	    	1966			PZ3.G464Be5	2073785.0	392657	1	1.0	1.0			Beyond defeat: | an epilogue to an era. | $c: Edited with an introd. by Luther Y. Gore.		True	Beyond defeat: an epilogue to an era
mdp.39015031236881	Gray, John	1866-1934.	1966.0	1934.0	s	1966	    	1966	Bibliographies		PZ3.G79313Par3	3564724.0	393944	2	3.0	3.0			Park; | a fantastic story. | $c: With an introd. by Bernard Bergonzi.		False	Park; a fantastic story
mdp.39015030704566	MacManus, Francis	1909-	1966.0	1939.0	r	1966	1939	1966				66790465.0	629967	1	1.0	1.0			Mew withering.		False	Mew withering
mdp.39015058008395	Mitchell, James Leslie	1901-1935.	1966.0	1935.0	s	1966	    	1966				6958172.0	670273	1	1.0	1.0			A Scots quair: | a trilogy of novels | $c: [by] Lewis Grassic Gibbon, foreword [by] Ivor Brown.		False	A Scots quair: a trilogy of novels
mdp.39015009013361	Tagore, Rabindranath	1861-1941.	1966.0	1941.0	c	1966	1956	1966			PZ3.T1285Far 3PK1723	7706171.0	990315	1	1.0	1.0			Farewell, my friend and The garden; | two novelettes | $c: by Rabindranath Tagore. Translated from the Bengali by K.R. Kripalani.		True	Farewell, my friend and The garden; two novelettes
mdp.39015008914999	Boye, Karin	1900-1941.	1966.0	1941.0	s	1966	    	1966	Bibliographies			296382.0	1199838	1	1.0	1.0			Kallocain. | $c: Translated from the Swedish by Gustaf Lannestock. With an introd. by Richard B. Vowles.		True	Kallocain
mdp.39015016906011	Rølvaag, O. E. (Ole Edvart)	1876-1931.	1966.0	1931.0	s	1966	    	1966			PZ3.R6275Pe8	2125780.0	1200810	1	1.0	1.0			Peder Victorious: | a tale of the pioneers twenty years later,		False	Peder Victorious: a tale of the pioneers twenty years later
mdp.39015030223518	Bernanos, Georges	1888-1948.	1966.0	1948.0	s	1966	    	1966			PZ3.B45593Mo2	914201.0	1204183	2	2.0	2.0			Mouchette. | $c: [Translated from the French by J. C. Whitehouse.		True	Mouchette
mdp.39015053605450	Drieu La Rochelle, Pierre	1893-1945.	1966.0	1945.0	s	1966	    	1966			PZ3.D830Wi	954193.0	1206490	1	1.0	1.0			Will o' the wisp: | a novel; | $c: translated [from the French] by Martin Robinson.		True	Will o' the wisp: a novel;
mdp.39015011362061	Babits, Mihály	1883-1941.	1966.0	1941.0	s	1966	    	1966				3588159.0	1327097	1	1.0	1.0			The nightmare. | $c: Translated from the Hungarian by Eva Rácz. Revised by Janet Semple.		True	The nightmare
mdp.39015010843541	Woolf, Virginia	1882-1941.	1966.0	1941.0	m	1966	9999	1966				987847.0	1776229	1	2.0	2.0	v.3	3.0	Collected essays.		True	Collected essays
mdp.39015056690970	Woolf, Virginia	1882-1941.	1966.0	1941.0	m	1966	9999	1966				987847.0	1776229	1	2.0	2.0	v.4	4.0	Collected essays.		True	Collected essays
uc1.$b106363	Mitchell, James Leslie	1901-1935.	1966.0	1935.0	r	1966	1946	1966				30118060.0	6604112	1	2.0	2.0			A Scots quair | $c: [by] Lewis Grassic Gibbon; a trilogy of novels. Foreword [by] Ivor Brown.		False	A Scots quair
uc1.$b115271	Marshall, Peter	1902-1949	1966.0	1949.0	s	1966	    	1966			PZ4.M37Ex	299580.0	6608825	1	1.0	1.0			Excluded from the cemetery.		True	Excluded from the cemetery
uc1.32106014160706	Musil, Robert	1880-1942.	1966.0	1942.0	s	1966	    	1966				338854.0	7109332	1	2.0	2.0			Five women. | $c: Translated from the German by Eithne Wilkins and Ernst Kaiser. Pref. by Frank Kermode.		True	Five women
uc1.32106002254784	Boye, Karin	1900-1941.	1966.0	1941.0	s	1966	    	1966				254460932.0	7128684	1	1.0	1.0			Kallocain. | Translated from the Swedish by Gustaf Lannestock. With an introd. by Richard B. Vowles.		True	Kallocain. Translated from the Swedish by Gustaf Lannestock. With an introd. by Richard B. Vowles
pst.000005453566	Cowan, James	1870-1943.	1966.0	1943.0	s	1966	    	1966		Short stories, Australian		44032.0	7491361	1	1.0	1.0			A rambling man.		True	A rambling man
inu.30000005036151	Bannerman, Helen	1862-1946.	1966.0	1946.0	s	1966	    	1966		Fantasy		15170872.0	7587264	1	1.0	1.0			The story of Little White Squibba / | $c: by Helen Bannerman.		True	The story of Little White Squibba
inu.30000007428976	Borchert, Wolfgang	1921-1947.	1966.0	1947.0	s	1966	    	1966			PT2603.O725A26 1966	36761.0	7597120	1	1.0	1.0			The man outside: | the prose works of Wolfgang Borchert; | $c: translated from the German by David Porter, introduction by Stephen Spender.		True	The man outside: the prose works of Wolfgang Borchert;
pst.000033237381	Blyton, Enid		1966.0	1949.0	r	1966	1949	1966				40394936.0	8158408	1	1.0	1.0	B598mys 1966		The mystery of the pantomime cat / | $c: Enid Blyton ; text illustrations by Mary Gernat.		True	The mystery of the pantomime cat
coo.31924003715541	Caldwell, Norman W		1966.0	1936.0	r	1966	1936	1966		Shark fisheries|Australia	SH351.S6C32 1966	7526026.0	9113789	1	1.0	1.0			Fangs of the sea, | $c: by Norman Caldwell in collaboration with Norman Ellison.		False	Fangs of the sea
uc1.$b362962	Carr, Emily	1871-1945.	1966.0	1945.0	|	1966	||||	1966		1871-1945|Carr, Emily|Correspondence|Artists		1061146.0	9468898	1	1.0	1.0			The book of small.		True	The book of small
pst.000012691340	Howard, Robert E. (Robert Ervin)	1906-1936.	1966.0	1936.0	t	1973	1966	1973				4251962.0	12276295	1	1.0	1.0			Conan the adventurer / | $c: Robert E. Howard ; edited by L. Sprague de Camp.		False	Conan the adventurer
pst.000029583737	Butler, Ellis Parker	1869-1937.	1966.0	1937.0	s	1966	    	1966			PZ3.B9766Pi17	280329.0	12281140	1	1.0	1.0			Pigs is pigs, and other favorites.		False	Pigs is pigs, and other favorites
mdp.39015000523178	Frank, Anne	1929-1945.	1967.0	1945.0	s	1967	    	1967		German occupation, 1940-1945|Jews|Personal narratives|World War, 1939-1945|History		906279.0	251652	1	1.0	1.0			The diary of a young girl; | $c: translated from the Dutch by B. M. Mooyaart-Doubleday, with an introd. by Eleanor Roosevelt.		True	The diary of a young girl;
mdp.39015003343145	Fitzgerald, Zelda	1900-1948.	1967.0	1948.0	s	1967	    	1967			PZ3.F577Sav4	684233.0	389681	1	1.0	1.0			Save me the waltz | $c: [by] Zelda Fitzgerald.		True	Save me the waltz
uc1.b3835561	Gogarty, Oliver St. John	1878-1957.	1967.0	1937.0	r	1967	1937	1937			PR6013.O28A8 1937	289128.0	393010	2	2.0	2.0			As I was going down Sackville street, | $c: by Oliver St. J. Gogarty.		False	As I was going down Sackville street
mdp.39015036041518	Benson, E. F. (Edward Frederick)	1867-1940.	1967.0	1940.0	s	1967	    	1967			PZ3.B443Ma5	459906.0	472001	2	2.0	2.0			Mapp and Lucia | $c: [by] E. F. Benson.		False	Mapp and Lucia
mdp.39015003977678	Himes, Chester B	1909-1984.	1967.0	1945.0	c	1967	1945	1967				2502898.0	746847	1	2.0	2.0			If he hollers let him go.		True	If he hollers let him go
mdp.39015056274973	Grin, A. (Aleksandr)	1880-1932.	1967.0	1932.0	s	1967	    	1967			PZ4.G8665Sc	547343.0	966021	2	2.0	2.0			Scarlet sails.		False	Scarlet sails
mdp.39015009286967	Premacanda	1881-1936.	1967.0	1936.0	s	1967	    	1967			PZ3.S7737ChPK2098.S7	79489.0	995885	1	1.0	1.0			The chess-players and other stories | $c: [by] Prem Chand. Translated by Gurdial Mallik.		False	The chess-players and other stories
mdp.39015011580787	Serge, Victor	1890-1947.	1967.0	1947.0	s	1967	    	1967	Bibliographies		PZ3.S4838Bi	818167.0	1015602	2	3.0	3.0			Birth of our power (Naissance de notre force) | $c: Translated by Richard Greeman. Introd. by Harvey Swados.		True	Birth of our power (Naissance de notre force)
mdp.39015027253353	Zami͡atin, Evgeniĭ Ivanovich	1884-1937.	1967.0	1937.0	s	1967	    	1967			PZ3.Z158Dr	1175584.0	1061456	1	1.0	1.0			The dragon; fifteen stories. | $c: Translated and edited by Mirra Ginsburg.		False	The dragon; fifteen stories
mdp.39015010462573	Makarenko, Anton Semenovich	1888-1939.	1967.0	1939.0	s	1967	    	1967		Management|Child rearing|Children	HQ769.M2383 1967	260412.0	1110081	3	5.0	5.0			The collective family : | a handbook for Russian parents / | $c: by A. S. Makarenko ; originally published as A Book for parents ; with an introd. by Urie Bronfenbrenner ; translated from the Russian by Robert Daglish.		False	The collective family : a handbook for Russian parents
mdp.39015065267885	Pilʹni͡ak, Boris	1894-1937.	1967.0	1937.0	s	1967	    	1967		History|1925-1953	PZ3.V86Tal	2536169.0	1110461	4	4.0	4.0			The tale of the unextinguished moon, | and other stories, | $c: by Boris Pilnyak. Translated by Beatrice Scott. With an introd. by Robert Payne.		False	The tale of the unextinguished moon, and other stories
uc1.$b696031	Rebreanu, Liviu	1885-1944.	1967.0	1944.0	s	1967	    	1967		World War, 1914-1918	PZ3.R241Fo4	955990.0	1182622	2	2.0	2.0			The forest of the hanged: | a novel translated from the Rumanian by A. V. Wise.		True	The forest of the hanged: a novel translated from the Rumanian by A. V. Wise
miun.afy8691.0001.001	Mitchell, James Leslie	1901-1935.	1967.0	1935.0	s	1967	    	1967			PZ3.M6932Sc3	954390.0	1398662	1	1.0	1.0			A Scots quair : | a trilogy of novels / | $c: [by] Lewis Grassic Gibbon, foreword [by] Ivor Brown.		False	A Scots quair : a trilogy of novels
mdp.39015031593109	Bulgakov, Mikhail Afanasʹevich	1891-1940.	1967.0	1940.0	s	1967	    	1967		Translations, English|Bulgakov, Mikhail|1891-1940		68172169.0	1847252	1	6.0	4.0			The master and Margarita [by] Mikhail Bulgakov. | $c: Translated from the Russiam by Michael Glenny.		False	The master and Margarita [by] Mikhail Bulgakov
mdp.39015009631162	Distler, Hugo	1908-1942.	1967.0	1942.0	s	1967	    	1967		Cantatas, Sacred|Christmas music|Vocal scores without accompaniment		67904205.0	2054874	1	1.0	1.0			The Christmas story, | op. 10, for unacc. choir and soloists. | $c: Arr. and edited with English text by Maynard Klein.		True	The Christmas story, op. 10, for unacc. choir and soloists
mdp.39015054056521	Joyce, James	1882-1941.	1967.0	1941.0	s	1967	    	1967				22584253.0	3595055	1	1.0	1.0			Dubliners ; | a portrait of the artist as a young man / | $c: James Joyce.		False	Dubliners ; a portrait of the artist as a young man
mdp.49015000988411	Howard, Robert E. (Robert Ervin)	1906-1936.	1967.0	1936.0	s	1967	    	1967					4481540	1	1.0	1.0			Conan the conqueror / | $c: Robert E. Howard ; edited by L. Sprague de Camp.		False	Conan the conqueror
mdp.49015001341743	Sayers, Dorothy L. (Dorothy Leigh)	1893-1957.	1967.0	1940.0	r	1967	1940	1967		Detective and mystery stories, English|Wimsey, Peter, Lord (Fictitious character)		29709693.0	4517453	1	1.0	1.0			In the teeth of the evidence / | $c: Dorothy L. Sayers.		False	In the teeth of the evidence
mdp.49015002644319	Benson, E. F. (Edward Frederick)	1867-1940.	1967.0	1940.0	s	1967	    	1967			PZ3.B443Ltp5	459463.0	4540104	1	1.0	1.0			Lucia's progress | $c: [by] E. F. Benson.		False	Lucia's progress
uc1.b4438087	Thompson, Era Bell		1967.0	1946.0	r	1967	1946	1967		Thompson, Era Bell		965492.0	6240036	1	1.0	1.0			American daughter.		True	American daughter
pst.000013229726	Howard, Robert E. (Robert Ervin)	1906-1936.	1967.0	1936.0	s	1967	    	1967				6822628.0	7056937	1	1.0	1.0			Conan / | $c: Robert E. Howard, L. Sprague de Camp and Lin Carter.		False	Conan
uc1.32106010366224	Allingham, Margery	1904-1966.	1967.0	1936.0	r	1967	1936	1967		England|Private investigators|Campion, Albert (Fictitious character)		20451365.0	7109621	1	1.0	1.0			Flowers for the judge | $c: [by] Margery Allingham.		False	Flowers for the judge
uc1.32106002063490	Chesnutt, Charles W. (Charles Waddell)	1858-1932.	1967.0	1932.0	s	1967	    	1967		Race awareness|Racially mixed people|Racism|African Americans		271147.0	7123681	1	2.0	2.0			The wife of his youth, and other stories of the color line. | $c: With illus. by Clyde O. De Land.		False	The wife of his youth, and other stories of the color line
uc1.32106013211260	Sheldon, Charles Monroe	1857-1946.	1967.0	1946.0	s	1967	    	1967		Jesus Christ|Christian life|Christian sociology|Influence		31341921.0	7138581	1	3.0	3.0			In his steps / | $c: Charles M. Sheldon		True	In his steps
uc1.$b392112	Roberts, Charles George Douglas, Sir	1860-1943.	1967.0	1943.0	s	1967	    	1967			PZ3.R541Ki	2551237.0	9385172	1	1.0	1.0			King of beasts and other stories | $c: [by] Charles G. D. Roberts; edited and with an introduction by Joseph Gold.		True	King of beasts and other stories
pst.000017234481	Doyle, Arthur Conan, Sir	1859-1930.	1967.0	1930.0	s	1967	    	1967	Bibliographies	Detective and mystery stories, English|Holmes, Sherlock (Fictitious character)	PR4620.A5B3 1967	37887619.0	12263350	1	4.0	4.0	v.2	2.0	The annotated Sherlock Holmes : | the four novels and the fifty-six short stories complete / | $c: Edited, with an introd., notes, and bibliography by William S. Baring-Gould. Illustrated . . . by Charles Doyl [and others.		False	The annotated Sherlock Holmes : the four novels and the fifty-six short stories complete
pst.000001104202	Bulgakov, Mikhail Afanasʹevich	1891-1940.	1968.0	1940.0	s	1968	    	1968	Bibliographies|Satire	Animal experimentation|History|Revolution, 1917-1921	PZ3.B869He3PG3476.B78	232756.0	3385	1	5.0	4.0			Heart of a dog. / | $c: Translated by Mirra Ginsburg.		False	Heart of a dog
uc1.$b156201	Rudd, Steele	1868-1935.	1968.0	1935.0	s	1968	    	1968			PZ3.D29064In5PR6007.A822	28831.0	280376	2	2.0	2.0			In Australia, | $c: by Steele Rudd (A. H. Davis)		False	In Australia
mdp.39015003679787	Galsworthy, John	1867-1933.	1968.0	1933.0	c	1968	1967	1968	Bibliographies		PZ3.G139Gal	1511812.0	432039	1	1.0	1.0			The Galsworthy reader, | $c: edited by Anthony West.		False	The Galsworthy reader
mdp.39015046438316	Lawrence, D. H. (David Herbert)	1885-1930.	1968.0	1930.0	s	1968	    	1968			PR6023.A93A6 1968	366057.0	537961	2	2.0	2.0			Phoenix II; | uncollected, unpublished, and other prose works. | $c: Collected and edited, with an introd. and notes, by Warren Roberts and Harry T. Moore.		False	Phoenix II; uncollected, unpublished, and other prose works
mdp.39015016446091	Closs, Hannah Priebsch		1968.0	1940.0	r	1968	1940	1968		Tristan (Legendary character)	PZ3.C6248Tr3	807557.0	666318	1	1.0	1.0			Tristan, | $c: by Hannah Closs.		False	Tristan
mdp.39015013306256	Raboy, I. (Isaac)	1882-1944.	1968.0	1944.0	s	1968	    	1968				17607132.0	868184	1	1.0	1.0			Nine brothers : | a novel / | $c: Isaac Raboy ; translated from the Yiddish by Max Rosenfeld ; with a foreword by Itche Goldberg.		True	Nine brothers : a novel
mdp.39015026956550	Premacanda	1881-1936.	1968.0	1936.0	s	1968	    	1968			PK2098.S7G613 1968	72307.0	966486	1	1.0	1.0			The gift of a cow; | a translation of the Hindi novel, Godaan, | $c: by Premchand. Translated by Gordon C. Roadarmel.		False	The gift of a cow; a translation of the Hindi novel, Godaan
mdp.39015008813126	Kabak, Aaron Abraham	1880-1944.	1968.0	1944.0	s	1968	    	1968		Jesus Christ	PZ3.K1055NarPJ5053.K25	473153.0	982793	1	1.0	1.0			The narrow path; | the man of Nazareth | $c: [by] Aharon A. Kabak. [Translated from the Hebrew by Julian Louis Meltzer]		True	The narrow path; the man of Nazareth
mdp.39015059789589	Caṭṭopādhyāya, Śaratcandra	1876-1938.	1968.0	1938.0	s	1968	    	1968			PZ3.C3937MoPK1718.C45	12751634.0	988691	1	1.0	1.0			Mothers and sons; | two novelettes: Deliverance and The compliant prodigal. | $c: Translated by Dilip Kumar Roy.		False	Mothers and sons; two novelettes: Deliverance and The compliant prodigal
mdp.39015046416676	Premacanda	1881-1936.	1968.0	1936.0	s	1968	    	1968			PZ3.S7737Gi3PK2098.S7	43280.0	995902	1	1.0	1.0			The gift of a cow: | $c: a translation of the Hindu novel Godaan, by Premchand; translated by Gordon C. Roadarmel.		False	The gift of a cow:
mdp.39076000571443	Wharton, Edith	1862-1937.	1968.0	1937.0	s	1968	    	1968			PS3545.H16A15 1968	218246.0	1029665	2	3.0	3.0	v.1	1.0	The collected short stories of Edith Wharton. | $c: Edited and with an introd. by R. W. B. Lewis.		False	The collected short stories of Edith Wharton
mdp.39076000571609	Wharton, Edith	1862-1937.	1968.0	1937.0	s	1968	    	1968			PS3545.H16A15 1968	218246.0	1029665	2	3.0	3.0	v.2	2.0	The collected short stories of Edith Wharton. | $c: Edited and with an introd. by R. W. B. Lewis.		False	The collected short stories of Edith Wharton
mdp.39015005234573			1968.0	1937.0	c	1968	1937	1968				67226943.0	1185231	1	1.0	1.0	v.2	2.0	All men are brothers (Shui hu chuan) / | $c: Shui hu chuan ; tr. from the Chinese by Pearl S. Buck.		False	All men are brothers (Shui hu chuan)
mdp.39015048897998	Shiel, M. P. (Matthew Phipps)	1865-1947.	1968.0	1947.0	s	1968	    	1968		Spanish-American War, 1898	PZ3.S5553Con 1968PR6037.H524	365996.0	1185616	1	1.0	1.0			Contraband of war; | a tale of the Hispano-American struggle. | $c: With illustrations by A. J. Pearse.		True	Contraband of war; a tale of the Hispano-American struggle
mdp.39015005329464	Malraux, André	1901-1976.	1968.0	1937.0	r	1968	1937	1968		Civil War, 1936-1939|History	PZ3.M2989Das5PQ2625.A716	36744.0	1213155	1	1.0	1.0			Days of hope; | $c: translated from the French by Stuart Gilbert and Alastair Macdonald.		False	Days of hope;
mdp.39015025109763	Ramuz, C. F. (Charles Ferdinand)	1878-1947.	1968.0	1947.0	c	1968	1967	1968			PZ3.R15Te	437333.0	1215228	3	3.0	3.0			Terror on the mountain. | $c: Translated from the French by Milton Stansbury.		True	Terror on the mountain
mdp.39015046858554	Bulgakov, Mikhail Afanasʹevich	1891-1940.	1968.0	1940.0	c	1968	1967	1968			PZ3.B869Bl3	441230.0	1224134	1	2.0	2.0			Black snow; | a theatrical novel, | $c: by Mikhail Bulgakov. Translated from the Russian by Michael Glenny.		False	Black snow; a theatrical novel
mdp.39015000158017	Gilbreth, Frank B. (Frank Bunker)	1911-2001.	1968.0	1948.0	c	1968	1948	1963		Galbraith family		1466993.0	1510352	1	1.0	1.0			Cheaper by the dozen | $f: Drawings by Vasiliu.		True	Cheaper by the dozen $f: Drawings by Vasiliu
mdp.39015004887736	Kristensen, Tom	1893-1974.	1968.0	1930.0	c	1968	1930	1968				438162.0	1788798	1	1.0	1.0			Havoc. | Hærværk. | $c: Translated from the Danish by Carl Malmberg. With an introd. by Børge Gedsø Madsen.		False	Havoc. Hærværk
mdp.39015038160662	Pilʹni͡ak, Boris	1894-1937.	1968.0	1937.0	s	1968	    	1968				3216120.0	3106909	1	3.0	3.0			Mother earth, and other stories / | $c: by Boris Pilnyak [i.e. B.A. Vogau] ; translated from the Russian and edited by Vera T. Reck and Michael Green.		False	Mother earth, and other stories
uc1.$b746202	Savignon, André	1878-1946.	1968.0	1946.0	s	1968	    	1968		Bombardment, 1940|History	D760.8.P55S313 1968	463867.0	6024802	2	2.0	2.0			With Plymouth through fire: | a documentary narrative of 1940-1941; | $c: adapted from the French by S. E. Ouston.		True	With Plymouth through fire: a documentary narrative of 1940-1941;
uc1.32106001623898	Kobayashi, Takiji	1903-1933.	1968.0	1933.0	s	1968	    	1968		Translations into English|Short stories, Japanese|Social life and customs	PZ1.K791Can6PL832.O3	382942.0	6550031	2	2.0	2.0			The cannery boat, | and other Japanese short stories.		False	The cannery boat, and other Japanese short stories
uc1.b3945699	Watson, Robert	1882-1948.	1968.0	1948.0	s	1968	    	1968		Greensboro|American literature|North Carolina|20th century	PS559.G7W3	444047.0	6759976	1	1.0	1.0			The Greensboro reader / | $c: edited by Robert Watson and Gibbons Ruark		True	The Greensboro reader
pst.000002549354	Woolf, Virginia	1882-1941.	1968.0	1941.0	s	1968	    	1968		1806-1861|19th century|England|Browning, Elizabeth Barrett|Dogs|Women poets, English|Women dog owners|Flush (Dog)|Human-animal relationships		224010160.0	7490920	1	2.0	2.0			Flush : | a biography / | $c: [by] Virginia Woolf.		False	Flush : a biography
mdp.39076005032920	Christie, Agatha	1890-1976.	1968.0	1934.0	r	1968	1934	1968				511541.0	9904777	1	2.0	2.0			Murder on the Orient express.		False	Murder on the Orient express
mdp.39015003345603	Fauset, Jessie Redmon		1969.0	1931.0	c	1969	1931	1969	Bibliographies	United States|African American women|Women	PZ3.F276Ch7PS3511.A864	143619.0	389419	1	5.0	3.0			The chinaberry tree; | a novel of American life.		False	The chinaberry tree; a novel of American life
mdp.39015000621675	Griggs, Sutton E.  (Sutton Elbert)	1872-1933.	1969.0	1933.0	s	1969	    	1969		Black nationalism|Racially mixed people|African American men|Radicals|Racism		18053.0	394252	2	2.0	2.0			Imperium in imperio		False	Imperium in imperio
mdp.39015012864487	Herrick, Robert	1868-1938.	1969.0	1938.0	s	1969	    	1969			PZ3.H435Li6PS1922	47869.0	438120	1	1.0	1.0			Literary love-letters, | and other stories.		False	Literary love-letters, and other stories
pst.000002157689	Kuprin, A. I. (Aleksandr Ivanovich)	1870-1938.	1969.0	1938.0	s	1969	    	1969			PZ3.K965R5PG3467.K8	8253.0	458327	1	1.0	1.0			The river of life, and other stories / | $c: by Alexander Kuprin. Tr. from the Russian by S. Koteliansky and J.M. Murry.		False	The river of life, and other stories
mdp.39015048708344	Daly, Victor		1969.0	1932.0	c	1969	1932	1969		Segregation|African Americans|Armed Forces|African Americans	PZ3.D179No5PS3507.A475	17349.0	485924	2	2.0	2.0			Not only war; | a story of two great conflicts.		False	Not only war; a story of two great conflicts
mdp.39015013971760	Cain, James M. (James Mallahan)	1892-1977.	1969.0	1934.0	c	1969	1934	1969			PZ3.C11993CaiPS3505.A3113	4141.0	622700	1	1.0	1.0			Cain x 3; | $c: three novels by James M. Cain. With a new introd. by Tom Wolfe.		False	Cain x 3;
mdp.39015008629795	Attaway, William		1969.0	1941.0	c	1969	1941	1969	Domestic fiction|Political fiction|Psychological fiction	Pennsylvania|Iron and steel workers|African American men|African American iron and steel workers|Pittsburgh|Migration, Internal|Brothers	PZ3.A882Bl4PS3501.T59	54886.0	661637	1	3.0	2.0			Blood on the forge; | a novel.		False	Blood on the forge; a novel
mdp.39015053616366	Morris, Wright	1910-1998.	1969.0	1945.0	r	1969	1945	1945			PZ3.M8346Man	970609.0	671207	1	1.0	1.0			The man who was there, | $c: by Wright Morris.		True	The man who was there
mdp.39015002144056	Singer, Israel Joshua	1893-1944.	1969.0	1944.0	s	1969	    	1969			PZ3.S6166FamPJ5129.S5	516.0	984271	1	2.0	2.0			The family Carnovsky. | $c: Translated by Joseph Singer.		True	The family Carnovsky
mdp.39015018606528	Singer, Israel Joshua	1893-1944.	1969.0	1944.0	s	1969	    	1969				13241.0	984273	2	2.0	2.0			Steel and iron : | a novel. | $c: Translated from the Yiddish by Joseph Singer.		True	Steel and iron : a novel
mdp.39015010830589	Veríssimo, Erico	1905-1975.	1969.0	1943.0	r	1969	1943	1969			PZ3.V591Cr6PQ9697.V298	59995.0	1057600	1	1.0	1.0			Crossroads. | $c: Translated by L. C. Kaplan.		False	Crossroads
uc1.b4379026			1969.0	1947.0	c	1969	1947	1969				57500.0	1057602	1	1.0	1.0			Consider the lilies of the field; | a novel. | $c: Translated from the Portuguese by Jean Neel Karnoff.		True	Consider the lilies of the field; a novel
mdp.39015020677103	Kuprin, A. I. (Aleksandr Ivanovich)	1870-1938.	1969.0	1938.0	s	1969	    	1969			PZ3.K965TalPG3467.K8	106750.0	1059693	1	1.0	1.0			Tales. | $c: Translated from the Russian by Douglas Ashby, with an introd. by A. B. McMillin. Original front. by Jean-Pierre Meuer. Original illus. by Patrick Rixson.		False	Tales
mdp.39015010545476	Kuprin, A. I. (Aleksandr Ivanovich)	1870-1938.	1969.0	1938.0	s	1969	    	1969			PZ3.K965SePG3467.K8	164117.0	1059694	1	1.0	1.0			Sentimental romance, and other stories, | $c: by Alexander I. Kuprin. Translated from the Russian by S.E. Berkenblit.		False	Sentimental romance, and other stories
