docid	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprintdate	genres	subjects	locnum	oclc	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle
mdp.39015010909441	Premacanda	1881-1936.	1969.0	1936.0	s	1969	    	1969		Social life and customs|Translations into English|1881-1936|Premacanda	PZ3.S7737WoPK2098.S7	76742.0	1110634	2	3.0	3.0			The world of Premchand; | selected stories of Premchand. | $c: Translated by David Rubin.		False	The world of Premchand; selected stories of Premchand
mdp.39015008926613	Spivak, John L. (John Louis)	1897-1981.	1969.0	1932.0	r	1969	1932	1969		Georgia|African Americans|Crime	PZ3.S7605Ge6PS3537.P7446	5210.0	1186179	1	1.0	1.0			Georgia nigger | $c: [by] John L. Spivak.		False	Georgia nigger
mdp.39015011704833	Stein, Gertrude	1874-1946.	1969.0	1930.0	r	1969	1930	1969		Country life	PZ3.S8194Lu4PS3537.T323	33499.0	1186292	1	2.0	1.0			Lucy Church, amiably.		False	Lucy Church, amiably
mdp.39015034656952	Strachey, Lytton	1880-1932.	1969.0	1932.0	s	1969	    	1969			PZ3.S89328Er3PR6037.T73	31454.0	1186592	2	3.0	3.0			Ermyntrude and Esmeralda. | $c: Introd. by Michael Holroyd. Illustrated by Erte.		False	Ermyntrude and Esmeralda
mdp.39015008271515	Van Dyke, Henry	1852-1933.	1969.0	1933.0	s	1969	    	1969			PZ4.V24BlPS3572.A43	36070.0	1187668	2	2.0	2.0			Blood of strawberries / | $c: Henry Van Dyke.		False	Blood of strawberries
mdp.39015010820176	Wells, H. G. (Herbert George)	1866-1946.	1969.0	1946.0	s	1969	    	1969	Bibliographies		PZ3.W465We	50631.0	1188111	1	1.0	1.0			The wealth of Mr. Waddy; | a novel. | $c: Edited, with an introd. by Harris Wilson. Pref. by Harry T. Moore.		True	The wealth of Mr. Waddy; a novel
mdp.39015030857836	White, T. H. (Terence Hanbury)	1906-1964.	1969.0	1932.0	r	1969	1932	1969			PZ3.W5854Th6PR6045.H2	77851.0	1188320	1	1.0	1.0			They winter abroad | $c: [by] T. H. White.		False	They winter abroad
uc1.b3832581	Babelʹ, I. (Isaak)	1894-1940.	1969.0	1940.0	s	1969	    	1969			PZ3.B117Be5PG3476.B2	58516.0	1223920	2	2.0	2.0			Benya Krik, the gangster, | and other stories | $c: [by] Isaac Babel. Edited by Avrahm Yarmolinsky.		False	Benya Krik, the gangster, and other stories
mdp.39015005296952	Caṭṭopādhyāya, Śaratcandra	1876-1938.	1969.0	1938.0	s	1969	    	1969				13002911.0	1328538	1	1.0	1.0			Chandranath (Queen's gambit) | $c: by Saratchandra Chattopadhyaya. Translated by Sachindralal Ghosh.		False	Chandranath (Queen's gambit)
mdp.39015002743121	Ros, Amanda McKittrick	1860-1939.	1969.0	1939.0	s	1969	    	1969			PZ3.R71HePR6035.O669	24902.0	1377506	1	1.0	1.0			Helen Huddleson, | $c: by Amanda McKittrick Ros. Edited and with a final chapter by Jack Loudan.		False	Helen Huddleson
mdp.39015002719949	Schuyler, George S.  (George Samuel)	1895-1977.	1969.0	1931.0	c	1969	1931	1969		Slavery|Liberia	PZ3.S3972Sl5PS3537.C76	13671.0	1377962	1	1.0	1.0			Slaves today; | a story of Liberia, | $c: by George S. Schuyler.		False	Slaves today; a story of Liberia
miun.agy7791.0001.001	Adamson, Thelma		1969.0	1934.0	r	1969	1934	1969		Folklore|Indians of North America|Salish Indians	E99.S2A3	606334.0	1631376	1	1.0	1.0			Folk-tales of the Coast Salish / | $c: collected and edited by Thelma Adamson.		False	Folk-tales of the Coast Salish
mdp.39015002154261	Doyle, Arthur Conan, Sir	1859-1930.	1969.0	1930.0	s	1969	    	1969				50070.0	1910002	1	1.0	1.0			The man from Archangel, and other tales of adventure.		False	The man from Archangel, and other tales of adventure
uc1.b3863095	Caṭṭopādhyāẏa, Śaraṯcandra	1876-1938.	1969.0	1938.0	s	1969	    	1969			MLCS 88/02020 (P)	19326067.0	2571083	2	2.0	2.0			Saratbabu's Srikanta / | $c: translated by K.C. Sen.		False	Saratbabu's Srikanta
mdp.39015052395251			1969.0	1931.0	r	1969	1931	1969		Transvestism	PZ3.M6912PR6000.A1	7219.0	3517077	1	1.0	1.0			Miss High-heels; | the story of a rich but girlish young gentleman under the control of his pretty step-sister and her aunt: | $c: written by himself at his step-sister's order, with an account of his punishments, the dresses he was made to wear, his final subjection, and his curious fate.		False	Miss High-heels; the story of a rich but girlish young gentleman under the control of his pretty step-sister and her aunt:
mdp.49015001002055	Sayers, Dorothy L. (Dorothy Leigh)	1893-1957.	1969.0	1933.0	r	1969	1933	1969		Detective and mystery stories, English|Wimsey, Peter, Lord (Fictitious character)		1886135.0	4482888	1	2.0	2.0			Hangman's holiday / | $c: Dorothy L. Sayers.		False	Hangman's holiday
mdp.49015000983156	Huxley, Aldous	1894-1963.	1969.0	1949.0	r	1969	1949	1969				704469157.0	4517746	1	1.0	1.0			Eyeless in Gaza, | a novel.		True	Eyeless in Gaza, a novel
inu.39000005894030	Benedict, Ruth	1887-1948.	1969.0	1935.0	r	1969	1935	1969	Bibliographies	Folklore|Zuni Indians	E51.C7 vol. 21 1969	17438.0	6929122	1	1.0	1.0	v.1	1.0	Zuni mythology.		False	Zuni mythology
inu.39000005894048	Benedict, Ruth	1887-1948.	1969.0	1935.0	r	1969	1935	1969	Bibliographies	Folklore|Zuni Indians	E51.C7 vol. 21 1969	17438.0	6929122	1	1.0	1.0	v.2	2.0	Zuni mythology.		False	Zuni mythology
uc1.32106008655943	Lu, Hsün	1881-1936.	1969.0	1936.0	s	1969	    	1963		Translations into English|1881-1936|Social life and customs|Lu, Hsün		254734669.0	7126765	1	2.0	2.0			Selected stories of Lu Hsun [pseud.] | $c: Translated by Yang Hsien-yi and Gladys Yang.		False	Selected stories of Lu Hsun [pseud.]
umn.31951p001743923	Beckett, Samuel	1906-1989.	1969.0	1938.0	c	1969	1938	1969			PR6003.E282M8 1969	12724980.0	7481212	1	1.0	1.0			Murphy.		False	Murphy
inu.30000081695128	Wells, H. G. (Herbert George)	1866-1946.	1969.0	1946.0	s	1969	    	1969			PZ3.W465Wh17PR5774	104068.0	7586387	1	1.0	1.0			The wheels of chance; | [and], The world set free | $c: [by] H. G. Wells; original illustrations by David Knight.		True	The wheels of chance; [and], The world set free
inu.32000004596575	Galsworthy, John	1867-1933.	1969.0	1933.0	s	1969	    	1969			PZ3.G139In5PR6013.A5	70718.0	7586857	1	1.0	1.0			In chancery, | and Awakening | $c: [by] John Galsworthy.		False	In chancery, and Awakening
uc1.32106007902726	Hurston, Zora Neale		1969.0	1937.0	c	1969	1937	1969				79199711.0	8325616	1	1.0	1.0			Their eyes were watching God; | a novel.		False	Their eyes were watching God; a novel
inu.32000005541208	Bennett, Arnold	1867-1931.	1969.0	1931.0	s	1969	    	1969			PZ3.B438Gra5PR6003.E6	47403.0	9397977	1	1.0	1.0			The Grand Babylon Hotel. | $c: New York, G. H. Doran Co. [c1902]		False	The Grand Babylon Hotel
inu.32000004614279	Galsworthy, John	1867-1933.	1969.0	1933.0	s	1969	    	1969				16675530.0	9397992	1	1.0	1.0			The man of property : | and Indian summer of a Forsyte / | $c: John Galsworthy.		False	The man of property : and Indian summer of a Forsyte
uc1.b4938229	MacDonald, Isobel		1969.0	1949.0	r	1969	1949	1969	Bibliographies	1822-1888|Arnold, Matthew		7443139.0	9499899	1	1.0	1.0			The buried self : | a background to the poems of Matthew Arnold, 1848-1851 / | $c: by Isobel MacDonald.		True	The buried self : a background to the poems of Matthew Arnold, 1848-1851
mdp.39076005037937	Galsworthy, John	1867-1933.	1969.0	1933.0	s	1969	    	1969			PR6013.A5W48 1969	73884.0	9904824	1	1.0	1.0			The white monkey, | and A silent wooing.		False	The white monkey, and A silent wooing
pst.000005408900	Cunninghame Graham, R. B. (Robert Bontine)	1852-1936.	1969.0	1936.0	s	1969	    	1969			PZ3.G7618S7PR6013.R19	49837.0	11197788	1	1.0	1.0			Success and other sketches.		False	Success and other sketches
umn.31951001816504l	Thorne, Jack	1863?-1941.	1969.0	1941.0	s	1969	####	1969		Wilmington|North Carolina|African Americans|History	PZ3.F969416Han6PS3511.U6625	91857.0	100662223	1	1.0	1.0			Hanover / | $c: [by] Jack Thorne.		False	Hanover
mdp.39015005259992	Duncan, Irma		1970.0	1937.0	r	1970	1937	1970		Modern dance|1877-1927|Duncan, Isadora	GV1783.D751 1970	2709567.0	171223	1	1.0	1.0			The technique of Isadora Duncan.		False	The technique of Isadora Duncan
mdp.39015004776178	Čapek, Karel	1890-1938.	1970.0	1930.0	r	1970	1930	1970			PZ3.C1695Mo6PG5038.C3	61110.0	224002	1	1.0	1.0			Money and other stories. | $c: [Translated from the Czech by Francis P. Marchant and others] With a foreword by John Galsworthy.		False	Money and other stories
mdp.39015000619950	Grey, Francis William	1860-1939.	1970.0	1939.0	s	1970	    	1970	Political fiction	Politics and government	PZ3.G86914Cu 4PR9199	688474.0	394225	2	2.0	2.0			The curé of St. Philippe; | a story of French-Canadian politics. | $c: Introd.: Rupert Schieder.		False	The curé of St. Philippe; a story of French-Canadian politics
mdp.39015050916611	Innes, Hammond	1913-1998.	1970.0	1940.0	c	1970	1940	1970				762985.0	480361	1	1.0	1.0			The Trojan horse.		False	The Trojan horse
mdp.39015008183918	Cather, Willa	1873-1947.	1970.0	1947.0	s	1970	    	1970	Bibliographies		PZ3.C2858Co5PS3505.A87	128989.0	626492	1	1.0	1.0			Collected short fiction, 1892-1912. | $c: Edited by Virginia Faulkner. Introd. by Mildred R. Bennett.		True	Collected short fiction, 1892-1912
mdp.39015005263648	Morris, Wright	1910-1998.	1970.0	1942.0	c	1970	1942	1970			PZ3.M8346My5	112515.0	671218	1	1.0	1.0			My uncle Dudley.		False	My uncle Dudley
mdp.39015011882589	Du Maurier, Daphne	1907-1989.	1970.0	1934.0	c	1970	1934	1970		1873-1934|Du Maurier, Gerald		3454174.0	753146	1	1.0	1.0			Gerald: | a portrait.		False	Gerald: a portrait
mdp.39015012806058	Dreiser, Theodore	1871-1945.	1970.0	1945.0	s	1970	    	1970	Bibliographies		PZ3.D814S41PS3507.R55	98829.0	851813	1	1.0	1.0			Sister Carrie; | an authoritative text, backgrounds, and sources criticism. | $c: Edited by Donald Pizer.		True	Sister Carrie; an authoritative text, backgrounds, and sources criticism
mdp.39015059797103	Caṭṭopādhyāya, Śaratcandra	1876-1938.	1970.0	1938.0	s	1970	    	1970	Bibliographies		PZ3.C3937DrPK1718.C45	262751.0	988687	1	1.0	1.0			The drought and other stories | $c: [by] Sarat Chandra Chatterjee. Translated from Bengali by Sasadhar Sinha.		False	The drought and other stories
mdp.39015009382261	Stewart, Mary	d. 1943.	1970.0	1943.0	s	1970	    	1970		Arthurian romances|Britons|Great Britain|Kings and rulers|Wizards|Arthur|King|Merlin (Legendary character)|Adaptations	PZ4.S852Cr3PR6069.T46	87016.0	1026132	1	2.0	1.0			The crystal cave.		False	The crystal cave
mdp.39015008027727	Zami͡atin, Evgeniĭ Ivanovich	1884-1937.	1970.0	1937.0	s	1970	    	1970			PZ3.Z158We15PG3476.Z34	124326.0	1061459	2	2.0	2.0			We | $c: [by] Yevgeny Zamyatin; translated [from the Russian MS.] by Bernard Guilbert Guerney; introduction and bibliographical note by Michael Glenny.		False	We
mdp.39015030107687	Said, Kurban	1905-1942.	1970.0	1942.0	t	1971	1970	1971			PZ3.S12966Al3PT2637.A433	133182.0	1113342	1	3.0	3.0			Ali & Nino / | $c: Translated by Jenia Graman.		False	Ali & Nino
mdp.39015008227624	Wharton, Edith	1862-1937.	1970.0	1937.0	s	1970	    	1970			PZ3.W555Mad5PS3545.H16	67980.0	1188219	1	1.0	1.0			Madame de Treymes, and others; four novelettes.		False	Madame de Treymes, and others; four novelettes
mdp.39015030719028	Hyde, Robin	1906-1939.	1970.0	1939.0	s	1970	    	1970	Bibliographies		PZ3.W65796Go9PR6045.I377	131702.0	1188557	1	1.0	1.0			The godwits fly / | $c: Robin Hyde ; Edited and introduced by Gloria Rawlinson.		False	The godwits fly
mdp.39015002777806	Steinbeck, John	1902-1968.	1970.0	1935.0	r	1970	1935	1970				1045509.0	1417385	1	1.0	1.0			To a God unknown.		False	To a God unknown
mdp.39015008909916	Mann, Thomas	1875-1955.	1970.0	1934.0	r	1970	1934	1970			PZ3.M3184No5PT2625.A44	111968.0	1442527	1	1.0	1.0			Nocturnes. | $c: With lithographs by Lynd Ward.		False	Nocturnes
mdp.39015066057780	Saroyan, William	1908-1981.	1970.0	1948.0	c	1970	1948	1970				108119.0	1911344	1	1.0	1.0			The Saroyan special; | selected short stories. | $c: Illustrated by Don Freeman.		True	The Saroyan special; selected short stories
mdp.49015000758509	Kipling, Rudyard	1865-1936.	1970.0	1936.0	r	1970	    	1970			PR4850.F70	99769.0	4458108	1	1.0	1.0	v.1	1.0	The collected works of Rudyard Kipling.	st AMS ed.]|Plain tales from the hills	False	st AMS ed.]|Plain tales from the hills
mdp.49015002137801	Kipling, Rudyard	1865-1936.	1970.0	1936.0	r	1970	    	1970			PR4850.F70	99769.0	4458108	1	1.0	1.0	v.8	8.0	The collected works of Rudyard Kipling.	Debits and credits. Actions and reactions	False	Debits and credits. Actions and reactions
mdp.49015002137827	Kipling, Rudyard	1865-1936.	1970.0	1936.0	r	1970	    	1970			PR4850.F70	99769.0	4458108	1	1.0	1.0	v.10	10.0	The collected works of Rudyard Kipling.	"Limits and renewals. ""Thy servant a dog."""	False	"Limits and renewals. ""Thy servant a dog."""
mdp.49015002137850	Kipling, Rudyard	1865-1936.	1970.0	1936.0	r	1970	    	1970			PR4850.F70	99769.0	4458108	1	1.0	1.0	v.13	13.0	The collected works of Rudyard Kipling.	Puck of Pook's Hill. Rewards and fairies	False	Puck of Pook's Hill. Rewards and fairies
mdp.49015002137868	Kipling, Rudyard	1865-1936.	1970.0	1936.0	r	1970	    	1970			PR4850.F70	99769.0	4458108	1	1.0	1.0	v.14	14.0	The collected works of Rudyard Kipling.		False	The collected works of Rudyard Kipling
mdp.49015002137876	Kipling, Rudyard	1865-1936.	1970.0	1936.0	r	1970	    	1970			PR4850.F70	99769.0	4458108	1	1.0	1.0	v.15	15.0	The collected works of Rudyard Kipling.		False	The collected works of Rudyard Kipling
mdp.49015002139765	Kipling, Rudyard	1865-1936.	1970.0	1936.0	r	1970	    	1970			PR4850.F70	99769.0	4458108	1	1.0	1.0	v.16	16.0	The collected works of Rudyard Kipling.		False	The collected works of Rudyard Kipling
mdp.49015002139773	Kipling, Rudyard	1865-1936.	1970.0	1936.0	r	1970	    	1970			PR4850.F70	99769.0	4458108	1	1.0	1.0	v.17	17.0	The collected works of Rudyard Kipling.		False	The collected works of Rudyard Kipling
mdp.49015002137678	Kipling, Rudyard	1865-1936.	1970.0	1936.0	r	1970	    	1970			PR4850.F70	99769.0	4458108	1	1.0	1.0	v.20	20.0	The collected works of Rudyard Kipling.		False	The collected works of Rudyard Kipling
mdp.49015002137702	Kipling, Rudyard	1865-1936.	1970.0	1936.0	r	1970	    	1970			PR4850.F70	99769.0	4458108	1	1.0	1.0	v.23	23.0	The collected works of Rudyard Kipling.		False	The collected works of Rudyard Kipling
inu.30000011323635	Gregory, Lady	1852-1932.	1970.0	1932.0	s	1970	    	1970		Folklore|Ireland|Social life and customs	GR147.G7 1970b	113244.0	6935405	1	2.0	2.0			Visions and beliefs in the west of Ireland; | $c: collected and arranged by Lady Gregory, with two essays and notes by W. B. Yeats.		False	Visions and beliefs in the west of Ireland;
inu.30000065025425	Freiin von, Le Fort, Gertrud	1876-1971.	1970.0	1933.0	r	1970	1933	1970			PZ3.L5223Ve5PT2623.E26	132653.0	7830497	1	1.0	1.0			The veil of Veronica, | $c: by Gertrud von Le Fort. Translated by Conrad M.R. Bonacina.		False	The veil of Veronica
uc1.$b794695	Marshall, Peter	1902-1949	1970.0	1949.0	s	1970	    	1970			PZ4.M37An3PR6063.A675	75936.0	9953014	1	1.0	1.0			Ancient and modern.		True	Ancient and modern
inu.30000111816496	Chambers, Robert W. (Robert William)	1865-1933.	1970.0	1933.0	s	1970	    	1970		Horror tales, American	PZ3.C355Ki13PS1284	137823.0	10563720	1	1.0	1.0			The king in yellow, | and other horror stories. | $c: Selected with an introd. by E. F. Bleiler.		False	The king in yellow, and other horror stories
pst.000005401321	Rudd, Steele	1868-1935.	1970.0	1935.0	s	1970	    	1970		Australian fiction	PZ3.D29064Das9PR6007.A822	126939.0	12361160	1	1.0	1.0			"The Dashwoods : | a sequel to ""On an Australian farm, "" / | $c: by Steele Rudd (A. H. Davis) Illus. by Claude Marquet."		False	"The Dashwoods : a sequel to ""On an Australian farm, """
mdp.39015000621337	Grove, Frederick Philip	1879-1948.	1971.0	1948.0	s	1971	    	1971			PZ3.G919TalPR6013.R84	161026.0	2432	1	1.0	1.0			Tales from the margin. | The selected short stories of Frederick Philip Grove. | $c: Edited, with an introd. and notes, by Desmond Pacey.		True	Tales from the margin. The selected short stories of Frederick Philip Grove
mdp.39015002580713	Lu, Xun	1881-1936.	1971.0	1936.0	c	1971	1941	1971	Bibliographies		PZ3.C4583Ah6PL2754.S5	207837.0	3018	1	1.0	1.0			Ah Q and others; | selected stories of Lusin. | $c: Translated by Chi-chen Wang.		False	Ah Q and others; selected stories of Lusin
mdp.39015002715384	Richardson, Henry Handel, pseud	1870-1946.	1971.0	1946.0	s	1971	    	1971			PZ3.R3939Wa6	379696.0	5342	1	1.0	1.0			The way home. | $c: With an introduction by Leonie Kramer.		True	The way home
mdp.39015011356758	Bennett, Arnold	1867-1931.	1971.0	1931.0	s	1971	    	1971				4911624.0	426579	1	1.0	1.0			The Grand Babylon Hotel. | a fantasia on modern Themes.		False	The Grand Babylon Hotel. a fantasia on modern Themes
mdp.39015000621162	Grove, Frederick Philip	1879-1948.	1971.0	1948.0	s	1971	    	1971			PZ3.G919Sd3PR6013.R84	221602.0	436743	1	1.0	1.0			A search for America; | the odyssey of an immigrant. | $c: Introd.: Stanley E. McMullin.		True	A search for America; the odyssey of an immigrant
mdp.39015019064057	De Lisser, Herbert George	1878-1944.	1971.0	1944.0	s	1971	    	1971			PZ3.D37962Jan5PR6007.E37	258419.0	485704	1	1.0	1.0			Jane's career; | a story of Jamaica.		False	Jane's career; a story of Jamaica
uc1.32106005376352	Bulgakov, Mikhail Afanasʹevich	1891-1940.	1971.0	1940.0	s	1971	    	1971		Fiction in Russian, 1917-1945 - English texts|Revolution, 1917-1921|History	PZ3.B869Wh3PG3476.B78	143684.0	980921	2	4.0	4.0			The white guard / | $c: Mikhail Bulgakov. Translated from the Russian by Michael Glenny, with an epilogue by Viktor Nekrasov.		False	The white guard
mdp.39015025865232	Shapiro, Lamed	1878-1948.	1971.0	1948.0	s	1971	    	1971			PZ4.S5292JePJ5129.S43	163782.0	984232	1	1.0	1.0			The Jewish government and other stories. | $c: Edited and translated, with an introd., by Curt Leviant.		True	The Jewish government and other stories
mdp.39015005011260	Borchert, Wolfgang	1921-1947.	1971.0	1947.0	s	1971	    	1971			PT2603.O725A26 1971	134578.0	1191688	1	1.0	1.0			The man outside. | $c: Translated from the German by David Porter. Foreword by Kay Boyle. Introd. by Stephen Spender.		True	The man outside
mdp.39015008685631	Rølvaag, O. E. (Ole Edvart)	1876-1931.	1971.0	1931.0	s	1971	    	1971			PZ3.R6275TjPT9150.R55	216736.0	1210602	2	3.0	3.0			The third life of Per Smevik. | $c: Translated by Ella Valborg Tweet and Solveig Zempel.		False	The third life of Per Smevik
mdp.39015008839410	Gorky, Maksim	1868-1936.	1971.0	1936.0	s	1971	    	1971				160716.0	1224854	2	3.0	3.0			The life of a useless man | $c: [by] Maxim Gorki. Translated by Moura Budberg.		False	The life of a useless man
mdp.39015005497063	Stefanyk, Vasylʹ Semenovych	1871-1936.	1971.0	1936.0	s	1971	    	1971			PZ3.S817StPG3948.S78	151845.0	1228271	1	1.0	1.0			The stone cross | $c: [by] Vasyl Stefanyk. Translated from the Ukrainian by Joseph Wiznuk, in collaboration with C. H. Andrusyshen.		False	The stone cross
